北京	国网北京市电力公司
赣州	江西天然气瑞金红都能源有限公司
赣州	瑞金深燃天然气有限公司
赣州	石城县海特燃气有限公司
赣州	赣州市南康区深燃清洁能源有限公司
赣州	赣州市赣县区深燃天然气有限公司
赣州	赣州深燃天然气有限公司
赣州	龙南深燃天然气有限公司
赣州	上犹中燃城镇燃气有限公司
赣州	信丰中燃城市燃气发展有限公司
吉安	吉安华润燃气有限公司
吉安	吉安县华润燃气有限公司
吉安	吉水华润燃气有限公司
吉安	新干县海特燃气有限公司
吉安	永丰华润燃气有限公司
吉安	江西天然气万安有限公司
吉安	江西天然气井冈山有限公司
吉安	江西天然气永新有限公司
吉安	江西遂川天然气有限公司
吉安	泰和华润燃气有限公司
宜春	上高县顺民天然气有限公司
宜春	丰城港华燃气有限公司
宜春	江西深燃天然气有限公司
宜春	江西翊烽燃气有限公司
宜春	深圳燃气（宜春分公司）
宜春	靖安中油燃气有限责任公司
宜春	高安泰达燃气有限公司
宜春	樟树港华燃气有限公司
宜春	宜春中燃城镇燃气有限公司
抚州	抚州华润燃气有限公司
抚州	抚州深燃天然气有限公司
抚州	江西天然气资溪两山能源有限公司
抚州	江西天然气黎川有限公司
抚州	南城中燃康盛城市燃气发展有限公司
抚州	宜黄县中燃城市燃气发展有限公司
抚州	南丰县中气天然气有限公司
上饶	上饶市大通燃气工程有限公司
上饶	万年县天然气有限公司
上饶	余干县天然气有限公司
上饶	德兴市天然气有限公司
上饶	江西天然气清山能源有限公司
上饶	江西天然气鄱阳有限公司
上饶	江西弋阳长燃燃气有限公司
上饶	江西昌江燃气有限公司
上饶	江西省铅山深燃天然气有限公司
上饶	玉山县利泰天然气有限公司
上饶	上饶市新奥燃气有限公司
上饶	婺源县中燃天然气有限公司永平镇分公司
上饶	横峰中石油昆仑燃气有限公司
济南	山东港华燃气集团
济南	山东港华燃气集团起步区燃气有限公司
济南	济南华润燃气有限公司
济南	济南济华燃气有限公司（长清区）
济南	济南平阴港华燃气有限公司
济南	山东金捷燃气
济南	济南金捷能源有限责任公司
济南	商河奥德能源有限公司
济南	济南奥德燃气有限公司
济南	济南市莱芜新奥燃气有限公司
青岛	泰能天然气有限公司（工商户充值）
青岛	泰能天然气有限公司（民用户充值）
青岛	青岛平度泰能燃气有限公司
青岛	青岛泰达燃气有限公司
青岛	青岛胶州滨海燃气有限公司
青岛	青岛能源华润燃气有限公司
青岛	青岛西海岸实华天然气
青岛	青岛中即港华燃气有限公司
青岛	青岛新奥能源有限公司
青岛	青岛新奥胶南燃气有限公司
青岛	青岛新奥燃气有限公司
青岛	青岛新奥胶城燃气有限公司
青岛	青岛新奥新城燃气有限公司
青岛	青岛东亿港华燃气有限公司
青岛	青岛中燃宏洁能源发展有限公司
青岛	青岛中燃宏胜能源发展有限公司
青岛	青岛城阳新奥清洁能源销售有限公司
淄博	桓台华润燃气有限公司
淄博	淄博华润燃气有限公司
淄博	淄博国能燃气有限公司
淄博	淄博市煤气有限公司
淄博	淄博津滨燃气有限公司
淄博	高青华润燃气有限公司
枣庄	枣庄华润燃气有限公司
枣庄	枣庄华润燃气有限责任公司峄城分公司
枣庄	枣庄华润燃气有限责任公司薛城分公司
枣庄	枣庄华润高新分公司
枣庄	枣庄山亭华润燃气有限公司
枣庄	滕州华润燃气有限公司
枣庄	枣庄中燃能源发展有限公司
枣庄	枣庄奥德新能源有限公司
枣庄	枣庄奥通新能源有限公司
枣庄	枣庄长虹新能源有限公司
东营	东营华润燃气有限公司
东营	东营市金源管道天然气有限公司
东营	东营市鲁辰燃气有限责任公司
东营	利津辛河天然气技术服务有限公司
东营	东营中燃能源有限公司
烟台	招远滨海燃气有限公司
烟台	烟台新奥燃气发展有限公司
烟台	莱州华润燃气有限公司
烟台	蓬莱市渤海管道燃气有限公司
烟台	龙口港华燃气有限公司
烟台	莱阳新奥燃气有限公司
烟台	海阳市天然气有限公司
烟台	海阳中燃能源发展有限公司
烟台	栖霞中燃能源发展有限公司
烟台	烟台中燃能源发展有限公司
烟台	莱阳港华燃气有限公司
烟台	招远新奥玲珑燃气有限公司
潍坊	安丘华润燃气有限公司
潍坊	寿光市宝力隆燃气集团有限公司
潍坊	昌乐泰达燃气有限公司
潍坊	潍坊亿燃天然气有限公司
潍坊	潍坊华润燃气有限公司
潍坊	潍坊市燃气集团有限公司
潍坊	潍坊港华燃气有限公司
潍坊	潍坊高新华润燃气有限公司
潍坊	青州华润燃气有限公司
潍坊	青州峱山华润燃气有限公司
潍坊	诸城新奥燃气有限公司
潍坊	昌乐新奥燃气有限公司
潍坊	青州中燃能源发展有限公司
潍坊	潍坊中凯清洁能源技术有限公司
潍坊	潍坊中燃百江能源有限公司
潍坊	山东鲁鸿天然气有限公司（昌乐）
潍坊	寿光新奥天然气利用有限公司台头分公司
济宁	兖州华润燃气有限公司
济宁	山东鸿奥燃气有限公司（物联网表）
济宁	微山奥德燃气有限公司（物联网表）
济宁	济宁华润燃气有限公司
济宁	济宁华润高新燃气有限公司
济宁	济宁奥德燃气有限公司（物联网表）
济宁	济宁潜能燃气有限公司
济宁	济宁经济开发区华润燃气有限公司
济宁	邹城华润燃气有限公司
济宁	邹城奥德能源有限公司（物联网表）
济宁	金乡县潜能燃气有限公司
济宁	鱼台华润燃气有限公司
济宁	邹城昆仑燃气公司
济宁	济宁曲阜新区富弘燃气有限公司
济宁	济宁市中燃百江能源有限公司
济宁	嘉祥中燃清洁能源有限公司
济宁	曲阜富华燃气有限公司
济宁	泗水富地燃气有限公司
济宁	山东鸿奥燃气有限公司
济宁	微山奥德燃气有限公司
济宁	梁山奥德燃气有限公司
济宁	泗水奥德燃气有限公司
济宁	济宁奥德燃气有限公司
济宁	邹城奥德能源有限公司
泰安	安泰燃气
泰安	泰安泰山港华燃气有限公司
泰安	新泰昆仑燃气
泰安	泰安中石油昆仑燃气
泰安	宁阳中燃城市燃气发展有限公司
泰安	宁阳鸿奥燃气有限公司
泰安	泰安奥德能源有限公司
泰安	泰安新奥燃气有限公司
泰安	宁阳金鸿天然气有限公司
威海	北燃山东天然气荣成有限公司
威海	乳山中燃能源发展有限公司
日照	五莲一达燃气有限公司
日照	山东一达能源集团
日照	日照岚山中油一达燃气有限公司
日照	日照滨海燃气有限公司
日照	莒县一达燃气
日照	日照新奥燃气有限公司
日照	莒县奥德燃气有限公司
临沂	临沂中裕燃气有限公司（物联网表）
临沂	临沂中裕燃气有限公司（覆盖临沂兰山区）
临沂	临沂中裕能源有限公司（物联网表）
临沂	临沂中裕能源（覆盖经济开发区）
临沂	临沂华润燃气有限公司
临沂	沂水滨海燃气有限公司
临沂	莒南中油一达燃气有限公司
临沂	临沂市兰山区奥德燃气有限公司
临沂	临沂市罗庄区奥德燃气有限公司
临沂	临沂经济开发区奥德燃气有限公司
临沂	临沂长虹燃气有限公司
临沂	临沂鸿奥燃气有限公司
临沂	临沭奥德燃气有限公司
临沂	平邑奥德燃气有限公司
临沂	莒南奥德燃气有限公司
临沂	郯城奥德燃气有限公司
临沂	莒南奥德燃气有限公司(大店)
临沂	临沂新奥能源发展有限公司
德州	夏津海天博远燃气有限公司
德州	德州滨海燃气有限公司
德州	禹城华润燃气有限公司
德州	齐河华润燃气有限公司
德州	乐陵中石油昆仑燃气有限公司
德州	齐河中石油昆仑燃气有限公司
德州	乐陵中燃城市燃气发展有限公司
德州	禹城中燃泰维能源发展有限公司
德州	夏津奥德燃气有限公司
德州	宁津嘉和盛燃气有限公司
德州	平原奥德能源有限公司
德州	庆云鸿奥能源有限公司
德州	武城奥德能源有限公司
德州	禹城奥德能源有限公司
德州	齐河奥德能源有限公司
聊城	茌平信发燃气有限公司
聊城	聊城新奥燃气有限公司
聊城	聊城市东昌府区新奥能源有限公司
聊城	聊城开发区金奥能源有限公司高新区分公司
聊城	聊城开发区金奥能源有限公司
聊城	聊城金捷燃气有限公司
聊城	莘县中石油昆仑燃气有限公司
聊城	高唐中燃能源发展有限公司
聊城	冠县中燃能源发展有限公司
聊城	聊城厚德燃气有限公司
聊城	莘县中燃能源发展有限公司
聊城	冠县奥德燃气有限公司
聊城	聊城奥德能源有限公司
滨州	山东伟润燃气有限公司
滨州	山东新洁能燃气集团有限公司
滨州	山东绿州燃气有限公司
滨州	惠民县圣豪燃气有限公司
滨州	无棣县燃气供气有限公司
滨州	沾化中油燃气有限责任公司
滨州	滨州中油燃气有限责任公司
滨州	滨州中油燃气滨北有限责任公司
滨州	滨州中油燃气高新有限责任公司
滨州	滨州市中海燃气有限公司
滨州	滨州泰达燃气有限公司
滨州	邹平中油燃气有限责任公司
滨州	邹平嘉睿燃气有限公司
滨州	邹平圣豪燃气有限公司
滨州	阳信中石油昆仑燃气有限公司
滨州	沾化新奥燃气有限公司
滨州	邹平新奥燃气有限公司
菏泽	东明万吉天然气实业有限公司
菏泽	单县中天燃气
菏泽	天伦曹县中天燃气
菏泽	山东单县天龙燃气
菏泽	成武县潜能燃气有限公司
菏泽	菏泽中石油昆鹏天然气利用有限公司
菏泽	菏泽市嘉宁燃气有限公司
菏泽	菏泽市广菏天然气有限公司
菏泽	单县中燃能源发展有限公司
菏泽	东明宏昊燃气有限公司
菏泽	郓城县祥生天然气有限公司
菏泽	郓城中燃能源发展有限公司
菏泽	东明鸿奥燃气有限公司
菏泽	单县鸿奥燃气有限公司
菏泽	成武鸿奥燃气有限公司
菏泽	菏泽牡丹奥德能源有限公司
菏泽	鄄城鸿奥燃气有限公司
菏泽	菏泽中燃能源发展有限公司
菏泽	菏泽中石油昆仑燃气有限公司
郑州	中牟县燃气有限公司
郑州	巩义市华鑫清洁能源有限公司
郑州	巩义市燃气有限公司
郑州	新密中裕燃气有限公司
郑州	新郑华润燃气有限公司
郑州	新郑蓝天燃气有限公司
郑州	新郑蓝天燃气有限公司薛店分公司
郑州	新郑蓝天燃气有限公司辛店分公司
郑州	河南怡诚大有燃气有限公司
郑州	登封华润燃气有限公司
郑州	荥阳市燃气有限公司
郑州	郑州东部华润燃气有限公司
郑州	郑州东部华润燃气有限公司(华润银行)
郑州	郑州华润燃气股份有限公司
郑州	郑州市上街区天伦燃气有限公司
郑州	郑州航空港兴港燃气有限公司
郑州	郑州航空港华润燃气有限公司
郑州	新郑昆仑燃气
郑州	巩义中石油昆仑燃气有限公司
郑州	新郑中石油昆仑燃气有限公司
郑州	巩义中燃能源发展有限公司
开封	兰考昆仑燃气有限公司
开封	开封和源燃气有限公司
开封	开封西纳天然气有限公司兰考分公司
开封	杞县华兴天然气有限公司
开封	通许华润燃气有限公司
开封	开封新奥燃气有限公司
开封	开封新奥中原燃气有限公司
开封	杞县昆仑能源天然气有限公司
开封	开封中燃能源发展有限公司
开封	杞县中燃能源发展有限公司
开封	尉氏中燃能源发展有限公司
洛阳	偃师中裕燃气有限公司
洛阳	嵩县天伦燃气
洛阳	洛宁华润燃气有限公司
洛阳	洛阳新奥华油燃气有限公司
洛阳	伊川中石油昆仑燃气有限公司
洛阳	新安新奥燃气有限公司
洛阳	巩义新奥燃气有限公司
洛阳	洛阳洛玻集团源通能源有限公司
洛阳	洛宁县中燃宏洁能源发展有限公司
洛阳	洛阳中燃能源发展有限公司
洛阳	孟津中燃能源发展有限公司
洛阳	洛宁中石油昆仑燃气有限公司
洛阳	伊川新奥燃气有限公司
洛阳	洛阳市吉利区新奥燃气有限公司
洛阳	汝阳县新奥燃气有限公司
洛阳	栾川新奥燃气有限公司
平顶山	平顶山燃气有限责任公司
平顶山	平顶山燃气有限责任公司（物联表）
平顶山	汝州新奥燃气有限公司
平顶山	鲁山中燃宏洁能源发展有限公司
安阳	内黄华润燃气有限公司
安阳	安阳华润燃气有限公司
安阳	安阳华润燃气有限公司新区分公司
安阳	安阳县华润燃气有限公司
安阳	汤阴华润燃气有限公司
安阳	滑县华润燃气有限公司
安阳	安阳中燃宏洁能源发展有限公司
安阳	滑县中燃能源发展有限公司
安阳	内黄中燃能源发展有限公司
安阳	汤阴中燃能源发展有限公司
鹤壁	天伦燃气集团
鹤壁	浚县华润燃气有限公司
鹤壁	淇县中燃能源发展有限公司
鹤壁	淇县天然气有限公司
新乡	原阳县中裕燃气有限公司
新乡	新乡县欣鹏燃气有限公司
新乡	新乡市东升燃气热力有限公司
新乡	欣鹏燃气物联网表缴费
新乡	河南丽华燃气有限公司
新乡	河南蓝天新长燃气有限公司
新乡	河南蓝天新长燃气有限公司封丘分公
新乡	河南蓝天新长燃气有限公司（延津）
新乡	获嘉县金鹏燃气有限责任公司
新乡	获嘉县金鹏燃气物联网表缴费
新乡	辉县中裕燃气公司（物联网表）
新乡	辉县市中裕燃气有限公司
新乡	延津新奥燃气有限公司
新乡	新乡新奥新泉燃气有限公司
新乡	辉县市新奥燃气有限公司
新乡	新乡新奥燃气有限公司
新乡	卫辉新奥燃气有限公司
新乡	卫辉中燃能源发展有限公司
新乡	新乡中燃能源发展有限公司
新乡	新乡中燃能源发展有限公司辉县分公司
新乡	新乡中燃能源发展有限公司长垣分公司
新乡	延津中燃能源发展有限公司
新乡	长垣中燃能源发展有限公司
新乡	河南省中原天然气开发有限公司辉县市分公司
新乡	卫辉市中原天然气开发有限公司
新乡	新乡县新奥能源发展有限公司
焦作	修武中裕燃气发展有限公司
焦作	孟州中裕燃气有限公司
焦作	武陟中裕燃气有限公司
焦作	沁阳中裕燃气有限公司
焦作	温县中裕燃气有限公司
焦作	温县中裕燃气有限公司（物联网表）
焦作	焦作中裕燃气有限公司
焦作	博爱中石油昆仑燃气有限公司
焦作	温县中燃能源发展有限公司
焦作	博爱县中燃能源发展有限公司
焦作	焦作市中燃宏洁能源发展有限公司
焦作	博爱东方燃气有限责任公司
濮阳	南乐华润燃气有限公司
濮阳	台前惠民燃气有限公司
濮阳	濮阳中裕燃气有限公司
濮阳	濮阳中裕能源有限公司
濮阳	濮阳华润燃气有限公司
濮阳	濮阳华润燃气濮北分公司
濮阳	濮阳县博远天然气有限公司
濮阳	濮阳市华龙区华隆天然气有限公司
濮阳	濮阳市天伦燃气有限公司
濮阳	濮阳市长城燃气有限责任公司
濮阳	濮阳通用绿能天然气有限公司
濮阳	范县中燃能源发展有限公司
濮阳	濮阳县中燃能源发展有限公司
许昌	许昌市天伦燃气有限公司
许昌	长葛蓝天新能源有限公司
许昌	鄢陵中燃能源发展有限公司
漯河	漯河中裕燃气有限公司
漯河	漯河中燃能源发展有限公司
三门峡	河南省煤气集团国龙燃气有限公司
三门峡	三门峡中裕燃气有限公司
三门峡	三门峡中裕燃气有限公司陕县分公司
三门峡	义马市管道煤气有限责任公司
南阳	南召华润燃气有限公司
南阳	南阳华润燃气有限公司
南阳	南阳华润燃气有限公司官庄工区分公司
南阳	南阳市蓝天管道燃气有限公司
南阳	南阳豫能中原石油天然气有限公司
南阳	南阳龙成天然气有限责任公司
南阳	唐河华嘉盛燃气有限公司
南阳	新野县天伦燃气有限公司
南阳	方城华润燃气有限公司
南阳	淅川县龙成天然气有限责任公司
南阳	社旗县源鑫能源利用有限公司
南阳	邓州华润燃气有限公司
南阳	镇平华润燃气有限公司
南阳	邓州市中燃宏洁能源发展有限公司
南阳	南阳中燃宏洁能源发展有限公司
商丘	华润燃气(夏邑)有限公司
商丘	华润燃气（睢县）有限公司
商丘	商丘盛泰燃气有限公司
商丘	柘城县丽华燃气有限公司
商丘	柘城县华燃天然气有限公司
商丘	永城中裕燃气有限公司
商丘	河南绿源燃气有限公司民权分公司
商丘	睢县中天燃气有限公司
商丘	睢县中天燃气有限公司（秦川物联网表）
商丘	商丘新奥燃气有限公司
商丘	宁陵县中燃能源发展有限公司
商丘	商丘中燃创基能源发展有限公司
商丘	商丘中燃能源发展有限公司
商丘	宁陵奥德燃气有限公司
信阳	固始中燃城镇燃气有限公司
信阳	光山中燃城镇燃气有限公司
信阳	潢川县中燃城镇燃气发展有限公司
信阳	罗山县中燃城镇燃气发展有限公司
信阳	商城中燃能源发展有限公司
信阳	息县中燃能源发展有限公司
信阳	信阳富地燃气有限公司
周口	周口市天然气有限公司
周口	商水博能燃气有限公司
周口	太康县潜能天然气有限公司
周口	沈丘县汇鑫天然气有限公司
周口	淮阳博能燃气有限公司
周口	西华县天然气有限公司
周口	郸城县天然气有限公司
周口	项城市天然气有限公司
周口	鹿邑县天然气有限公司
周口	太康县中燃能源发展有限公司
驻马店	上蔡博能燃气有限公司
驻马店	西平凯达燃气有限公司
驻马店	豫南燃气上蔡分公司燃气费
驻马店	豫南燃气平舆分公司燃气费
驻马店	豫南燃气新蔡分公司燃气费
驻马店	豫南燃气正阳分公司燃气费
驻马店	豫南燃气汝南分公司燃气费
驻马店	豫南燃气泌阳分公司燃气费
驻马店	豫南燃气确山分公司燃气费
驻马店	豫南燃气遂平分公司燃气费
驻马店	豫南燃气驻马店分公司燃气费
驻马店	西平县中燃能源发展有限公司
驻马店	驻马店中燃能源发展有限公司
驻马店	中石油昆仑燃气有限公司平舆分公司
武汉	武汉市燃气集团有限公司
武汉	武汉东方中油燃气有限公司
武汉	武汉华润燃气有限公司长江新区分公司
武汉	武汉华润燃气有限公司黄陂分公司
武汉	武汉市车都天然气有限公司
武汉	武汉新洲华润燃气有限公司
武汉	武汉江夏华润燃气有限公司
武汉	武钢华润燃气(武汉)有限公司
武汉	武钢江南中燃燃气有限公司
武汉	武汉昆仑燃气
武汉	武汉中燃
武汉	武汉中燃热力有限公司青山分公司
武汉	武汉中燃热力有限公司江东分公司
武汉	武汉中燃热力有限公司
武汉	武汉中燃城市燃气发展有限公司
武汉	武汉武煤百江燃气有限公司
武汉	武汉市汉阳中燃宜居热力有限公司
武汉	武汉江夏中燃热力有限公司
武汉	武汉江东中燃城市燃气发展有限公司
武汉	武汉江北中燃城市燃气发展有限公司
武汉	武汉汉西中燃热力有限公司
武汉	武汉东西湖区中燃热力有限公司
武汉	湖北中燃清洁能源投资有限公司
武汉	武汉洪山中燃热力有限公司
武汉	武汉青山中燃暖居热力有限公司
武汉	武汉中石油昆仑管道燃气有限公司
武汉	武汉东湖中石油昆仑燃气有限公司
黄石	大冶华润燃气有限公司
黄石	阳新县华川天然气有限公司
黄石	黄石昆仑城投燃气
黄石	黄石中燃
黄石	黄石中燃液化天然气有限公司
黄石	黄石中燃热力有限公司
黄石	黄石中燃清洁能源有限公司
十堰	十堰中石油昆仑燃气有限公司
十堰	十堰中燃
十堰	十堰武当山特区中燃城市燃气发展有限公司
十堰	十堰市郧阳中燃城市燃气发展有限公司
十堰	十堰东风中燃城市燃气发展有限公司
十堰	郧西中燃新捷城市燃气发展有限公司
宜昌	宜都深燃天然气有限公司
宜昌	枝江市天然气有限责任公司
宜昌	秭归科力生天然气有限公司
宜昌	长阳深燃天然气有限公司
宜昌	宜昌中燃城市燃气发展有限公司
宜昌	宜昌夷陵中燃燃气有限公司
宜昌	宜昌中燃
宜昌	秭归中燃城市燃气发展有限公司
宜昌	枝江中燃清洁能源有限公司
宜昌	远安中燃城市燃气发展有限公司歇马分公司
宜昌	远安中燃城市燃气发展有限公司
宜昌	当阳中燃城市燃气发展有限公司
宜昌	兴山新捷天然气有限公司
襄阳	保康县天然气有限公司
襄阳	南漳华润燃气有限公司
襄阳	宜城华润燃气有限公司
襄阳	枣阳华润燃气有限公司
襄阳	襄阳华润燃气有限公司
襄阳	襄阳华润燃气有限公司襄州分公司
襄阳	谷城华润燃气有限公司
襄阳	襄阳中燃
襄阳	襄阳中燃清洁能源有限公司
襄阳	襄阳中燃百江蓝缘能源有限公司
鄂州	武汉葛华燃气有限公司
鄂州	湖北华硕燃气发展有限公司
鄂州	鄂州市安泰天然气有限责任公司
鄂州	鄂州中石油昆仑燃气有限公司
鄂州	鄂州中燃
鄂州	湖北富地富江能源科技有限公司
荆门	京山华润燃气有限公司
荆门	沙洋华润燃气有限公司
荆门	钟祥华润燃气有限公司
荆门	荆门中石油昆仑燃气有限公司
孝感	大悟嘉旭天然气有限公司
孝感	孝昌嘉旭天然气有限公司
孝感	安陆嘉旭天然气有限公司
孝感	孝感中燃
孝感	中燃清洁能源云梦危险品运输有限公司
孝感	云梦中燃城市燃气发展有限公司
孝感	应城中燃城市燃气发展有限公司
孝感	孝感中亚城市燃气发展有限公司
孝感	汉川中燃城市燃气发展有限公司
孝感	大悟中燃城市燃气发展有限公司
荆州	江陵华润燃气有限公司
荆州	监利天然气（金卡物联表）
荆州	石首市天然气有限公司
荆州	荆州天然气公司（先锋物联表）
荆州	荆州天然气公司（金卡物联表）
荆州	荆州市津江天然气有限公司（卡表）
荆州	荆州市津江天然气有限公司（普表）
荆州	荆州中燃
荆州	松滋中燃热力有限公司
荆州	松滋中燃城市燃气发展有限公司
荆州	荆州中燃热力有限公司
荆州	洪湖中燃城市燃气发展有限公司
黄冈	武穴梅川赛洛天然气有限公司
黄冈	红安华润燃气有限公司
黄冈	罗田中燃城市燃气有限公司
黄冈	麻城市天然气发展有限公司
黄冈	黄冈齐安中燃天然气有限公司
黄冈	黄梅中燃城市燃气发展有限公司
黄冈	黄梅惠民天然气有限公司
黄冈	黄冈中燃
黄冈	英山中燃城市燃气发展有限公司
黄冈	浠水赛洛天然气有限公司
黄冈	团风中燃城市燃气发展有限公司
黄冈	蕲春县西恩基天然气有限公司
黄冈	蕲春赛洛天然气有限公司
黄冈	黄梅中燃热力有限公司
黄冈	黄冈赛洛天然气有限公司英山分公司
黄冈	黄冈赛洛天然气有限公司团风分公司
黄冈	黄州赛洛天然气有限公司
黄冈	龙感湖中燃城市燃气发展有限公司
黄冈	武穴赛洛天然气有限公司
黄冈	武穴中燃城市燃气发展有限公司
咸宁	咸宁华润城投燃气有限公司
咸宁	嘉鱼华润燃气有限公司
咸宁	赤壁华润燃气有限公司
咸宁	通城天然气有限公司
咸宁	咸宁中燃
咸宁	咸宁中燃热力有限公司
咸宁	咸宁中燃城镇燃气有限公司
咸宁	崇阳中燃城市燃气发展有限公司
咸宁	咸宁中石油昆仑燃气有限公司
随州	广水中环天然气发展有限公司
随州	随县政泰天然气有限公司
随州	随州中燃
随州	随州中燃热力有限公司
随州	随州中燃城市燃气发展有限公司
长沙	浏阳滨海燃气有限公司
长沙	长沙华润燃气有限公司
长沙	长沙中燃百江能源有限公司
长沙	长沙中燃宜居能源有限公司
长沙	长沙新奥燃气有限公司
株洲	株洲瑞华燃气有限公司
株洲	株洲金城燃气发展有限公司
株洲	株洲新奥燃气发展有限公司
株洲	炎陵中燃城镇燃气发展有限公司
株洲	攸县中燃城市燃气发展有限公司
株洲	株洲渌口中燃城镇燃气发展有限公司
株洲	株洲中燃热力有限公司
株洲	株洲中燃铁达能源有限公司
株洲	醴陵新奥燃气有限公司
湘潭	湘乡光大燃气有限公司
湘潭	湘潭新奥燃气发展有限公司
湘潭	湘潭县中石油昆仑燃气有限公司
湘潭	韶山中石油昆仑燃气有限公司
湘潭	湘潭中燃百江能源有限公司
湘潭	湘潭中燃江南燃气发展有限公司
衡阳	衡阳市天然气有限责任公司
衡阳	衡山中石油昆仑燃气有限公司
衡阳	衡东中石油昆仑燃气有限公司
衡阳	衡阳中燃百江能源有限公司
衡阳	衡阳中燃能源有限公司
衡阳	祁东中燃城市燃气发展有限公司
邵阳	城步新和兴天然气有限公司
邵阳	武冈深燃天然气有限公司
邵阳	洞口森博燃气
邵阳	洞口鑫三和燃气
邵阳	邵东深燃天然气有限公司
邵阳	邵东鑫昆燃气
邵阳	邵阳县瑞华燃气有限公司
邵阳	邵阳市燃气公司
邵阳	隆回县华燃天然气有限公司
邵阳	邵东宏安中燃能源有限公司
岳阳	岳阳华润燃气有限公司
岳阳	岳阳华润燃气有限公司临港分公司
岳阳	岳阳华润燃气有限公司临湘分公司
岳阳	岳阳华润燃气有限公司云溪分公司
岳阳	岳阳华润燃气有限公司岳阳县分公司
岳阳	平江华润燃气有限公司
常德	安乡县九申燃气有限公司
常德	津市长燃燃气有限公司
常德	湖南九申燃气集团股份有限公司
常德	常德中石油昆仑燃气
常德	常德中燃百江能源有限公司
张家界	张家界市中燃城市燃气发展有限公司
益阳	益阳瑞华天然气有限公司
益阳	益阳瑞华燃气有限公司
益阳	安化中燃城市燃气有限公司
益阳	益阳百江能源实业有限公司
益阳	益阳南县中燃城市燃气发展有限公司
益阳	益阳中燃城市燃气发展有限公司
郴州	临武县金煌天然气有限公司
郴州	嘉禾县金煌管道燃气有限公司
郴州	宜章华润燃气有限公司
郴州	湖南桂阳金煌管道燃气有限公司
郴州	资兴华润燃气有限公司
郴州	郴州华润燃气有限公司
郴州	郴州市金煌管道燃气有限公司
郴州	郴州中燃百江能源有限公司
永州	东安华润城投燃气有限公司
永州	宁远华润燃气有限公司
永州	永州回龙圩管理区瑞华燃气有限公司
永州	江永瑞华燃气有限公司
永州	湘投燃气（永州）有限公司
永州	祁阳华润燃气有限公司
永州	道县华润新晨燃气有限公司
永州	永州新奥燃气有限公司
怀化	溆浦巨能天然气
怀化	辰溪森泰燃气有限公司
怀化	怀化中燃能源发展有限公司
怀化	芷江中燃城市燃气有限公司
怀化	怀化新奥燃气有限公司
娄底	冷水江华润燃气有限公司
娄底	双峰华润燃气有限公司
娄底	娄底华润燃气有限公司
娄底	涟源华润燃气有限公司
娄底	湖南新康燃气有限公司
娄底	涟源市稳安燃气充装供应有限公司
广州	广州燃气集团有限公司
广州	广州港华燃气有限公司
广州	东永港华燃气有限公司
广州	广州永和燃气有限公司
广州	广州番禺新奥燃气有限公司
广州	广州南沙新奥燃气有限公司
广州	广州华凯石油燃气有限公司
广州	广州新奥燃气有限公司
广州	广州中燃城市燃气发展有限公司
广州	广州白云新奥燃气发展有限公司
韶关	乐昌市安顺达管道天然气
韶关	韶关神州燃气有限公司
韶关	韶关港华燃气有限公司
韶关	韶关乳源中燃康源能源发展有限公司
韶关	韶关中燃百江能源有限公司
深圳	深圳市燃气集团股份有限公司
深圳	中燃宝电气深圳有限公司
珠海	珠海港兴管道天然气有限公司燃气费
珠海	珠海港泰管道燃气有限公司
汕头	汕头市华润新奥燃气有限公司
汕头	汕头市潮阳区民安管道燃气有限公司
汕头	汕头市澄海燃气
汕头	汕头潮南华润燃气有限公司
汕头	汕头潮阳华润燃气有限公司
佛山	佛山市南海燃气发展有限公司
佛山	佛燃股份禅城燃气分公司
佛山	佛山市三水燃气有限公司
佛山	佛山市顺德区燃气有限公司
佛山	佛山市高明燃气有限公司
佛山	佛山市华来燃气有限公司
佛山	佛山中燃华南能源有限公司
江门	开平华润燃气有限公司
江门	江门华润燃气有限公司
江门	江门新会华润燃气有限公司
江门	鹤山华润燃气有限公司
江门	江门中燃城镇燃气有限公司
湛江	徐闻华润燃气有限公司
湛江	遂溪华润燃气有限公司
湛江	廉江新奥燃气有限公司
湛江	雷州新奥燃气有限公司
茂名	高州华润燃气有限公司
茂名	茂名中燃城市燃气发展有限公司
肇庆	肇庆新奥燃气有限公司
肇庆	肇庆中燃城镇燃气有限公司
肇庆	封开新奥燃气有限公司
惠州	惠州大亚湾华润燃气有限公司
惠州	惠州市城市燃气发展有限公司
惠州	惠阳光能管道燃气有限公司
惠州	龙门华润燃气有限公司
惠州	惠东中燃燃气发展有限公司
梅州	兴宁华润燃气有限公司
梅州	梅州华润毅嘉燃气有限公司
梅州	梅州市梅县区中燃城市燃气发展有限公司
梅州	梅州中燃城市燃气发展有限公司
梅州	梅州中燃城市燃气发展有限公司蕉华分公司
梅州	梅州中燃城市燃气发展有限公司畲江分公司
汕尾	海丰深燃天然气有限公司
汕尾	深圳市深汕特别合作区深燃天然气有限公司
汕尾	陆丰华润燃气有限公司
汕尾	汕尾中燃城市燃气发展有限公司
河源	和平华润燃气有限公司
河源	河源华润燃气有限公司
河源	龙川华润燃气有限公司
阳江	华润燃气阳江高新有限公司
阳江	阳江华润燃气有限公司
清远	英德华润燃气有限公司
清远	阳山华润燃气有限公司
清远	清远港华燃气有限公司
